          Graph File     Compromise Time            Hop Time         Start Point     Num Compromised             % Alive
   Graphs/graph0.txt            1.000000            1.000000                  46                   1           99.000000
   Graphs/graph0.txt            1.000000            1.000000                  47                   5           95.000000
   Graphs/graph0.txt            1.000000            1.000000                  47                   5           95.000000
   Graphs/graph0.txt            1.000000            1.000000                  48                  18           82.000000
   Graphs/graph0.txt            1.000000            1.000000                  48                  18           82.000000
   Graphs/graph0.txt            1.000000            1.000000                  49                  20           80.000000
   Graphs/graph0.txt            1.000000            1.000000                  49                  20           80.000000
   Graphs/graph0.txt            1.000000            1.000000                  50                   6           94.000000
   Graphs/graph0.txt            1.000000            1.000000                  50                   6           94.000000
   Graphs/graph0.txt            1.000000            1.000000                  51                   4           96.000000
   Graphs/graph0.txt            1.000000            1.000000                  51                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                   3                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   3                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   4                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   4                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   5                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   5                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   6                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                   6                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                   7                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   7                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   8                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   8                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   9                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                   9                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  10                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  10                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  15                   7           93.000000
   Graphs/graph0.txt            2.000000            1.000000                  15                   7           93.000000
   Graphs/graph0.txt            2.000000            1.000000                  16                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  16                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  17                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  17                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  18                   2           98.000000
